245	0.00	0.00	0.00	0.00	54.67	73.79	93.19	116.28	139.83	163.85	179.12	193.49	204.52	199.73	188.64	180.57	159.48	136.28	120.35	99.02	85.74	70.32	60.33	43.12	30.28	24.30	8.10	10.24	8.25	0.00	5.65	2.47	0.00	2.81	7.68	1.42	1.65	0.00	0.00	3.41	0.00	1.06	0.00	2.15	1.64	3.67	0.00	0.00	0.00	0.00	1.35	2.44	0.00	2.70	4.13	1.29	5.66	0.00	0.00	0.00	4.49
250	0.00	0.00	0.00	0.00	0.00	66.69	86.39	109.57	130.36	149.64	163.53	179.80	191.31	191.68	189.68	176.88	166.25	157.77	145.83	135.16	111.73	105.20	83.26	65.67	48.16	32.34	28.35	17.34	6.99	2.83	3.17	7.77	1.27	0.00	0.94	0.88	0.00	1.62	1.10	3.86	7.27	5.02	0.72	0.00	8.96	1.27	0.97	0.71	1.24	0.09	0.00	0.00	0.14	0.00	0.00	0.41	0.00	4.56	0.00	3.29	3.75
255	0.00	0.00	0.00	0.00	0.00	0.00	79.01	95.01	114.83	131.11	141.45	156.33	169.31	171.28	181.99	182.47	184.14	187.85	184.90	176.50	170.25	147.65	132.55	109.65	83.62	63.79	40.49	32.38	18.42	10.28	10.59	2.86	0.00	0.00	4.93	0.00	8.51	0.00	8.43	3.93	2.91	1.41	4.03	2.47	5.62	2.36	2.19	0.37	1.03	1.89	0.00	0.00	2.68	0.85	0.00	0.23	1.16	0.00	0.00	0.62	0.00
260	0.00	0.00	0.00	0.00	0.00	0.00	0.00	77.66	84.85	102.17	119.14	135.34	150.68	161.19	179.29	193.19	210.97	224.58	237.78	240.85	236.57	226.71	195.41	174.45	133.77	99.86	67.94	49.63	28.96	19.70	20.00	8.10	9.89	3.57	5.41	10.93	3.90	11.35	8.08	4.21	7.61	8.35	6.92	0.00	1.94	2.87	2.87	4.47	2.68	0.00	2.51	2.89	2.48	3.84	2.94	1.69	0.01	0.00	1.39	0.69	0.86
265	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	68.31	83.69	96.47	112.58	131.69	156.02	181.57	219.14	247.82	284.01	311.05	332.90	329.69	315.69	276.32	238.89	193.13	144.03	105.82	68.02	49.50	35.78	17.69	11.84	14.83	14.21	7.78	8.33	9.06	6.11	7.47	7.10	7.50	9.21	9.38	12.57	4.08	9.15	4.67	4.32	5.71	0.00	3.50	2.32	2.86	1.90	8.12	0.00	0.00	0.00	0.00	0.00	3.64
270	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	68.75	75.70	94.34	119.99	151.26	191.94	243.64	289.57	339.39	381.08	410.65	418.94	407.17	361.79	310.35	248.71	192.08	142.72	90.61	59.17	42.55	28.50	24.93	17.88	14.02	16.96	19.04	18.76	18.24	20.06	20.18	20.31	17.31	13.80	13.49	15.28	7.76	9.87	6.19	6.16	8.73	4.45	3.14	0.00	3.93	3.17	7.37	0.00	1.08	1.03	4.92	0.00
275	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	56.15	78.37	108.42	149.43	193.36	251.13	324.12	379.21	432.31	476.65	484.48	465.32	427.34	364.29	291.22	218.93	163.17	112.48	73.59	54.98	31.52	22.42	21.67	22.95	24.43	24.03	26.82	22.71	31.03	26.17	28.96	25.36	24.03	22.38	19.82	18.11	17.87	12.26	11.74	7.49	10.46	2.73	9.01	2.57	0.00	1.78	0.00	3.19	0.00	0.00	0.00
280	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	68.97	94.11	134.81	188.05	245.58	322.47	392.24	452.10	494.95	514.41	494.02	446.18	385.63	314.48	239.85	172.38	118.30	84.56	58.81	45.83	37.95	36.83	32.40	39.53	38.07	45.37	38.18	45.83	40.79	37.02	35.59	33.52	32.73	29.69	22.90	21.06	24.19	19.82	13.12	9.45	7.60	7.34	1.02	2.21	0.00	2.69	2.96	0.00	5.17	0.00
285	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	84.12	116.11	169.60	231.59	299.64	365.68	424.14	465.81	483.10	466.32	422.80	366.73	287.26	231.12	162.31	118.65	82.15	59.77	55.19	45.40	47.42	48.27	52.89	54.81	53.30	61.81	57.91	54.10	55.71	58.66	52.98	44.96	40.07	35.04	37.13	27.12	22.69	20.36	14.38	9.81	7.45	5.76	4.24	5.29	2.33	3.69	0.76	0.90	0.00
290	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	95.99	140.94	192.51	250.27	309.57	366.22	393.27	406.47	397.31	363.95	314.95	256.53	195.04	154.25	107.51	85.21	66.12	60.82	60.71	63.18	67.93	76.56	77.81	79.48	85.50	87.00	78.89	81.87	78.20	69.95	68.76	57.32	50.97	42.89	36.54	26.78	19.95	23.97	12.33	8.31	1.94	4.20	0.40	7.98	5.13	0.00	7.68	3.54
295	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	102.79	140.90	187.21	227.85	271.46	295.51	305.35	301.28	280.68	243.41	194.72	156.10	127.27	95.44	80.98	75.06	69.03	75.52	77.35	86.98	97.26	98.20	109.51	111.43	114.26	112.13	112.18	103.09	94.34	87.61	79.61	68.44	58.72	47.16	38.60	28.55	31.15	16.34	13.16	9.18	10.95	5.01	7.87	0.81	2.74	0.00	7.24
300	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	101.54	132.37	156.47	186.66	208.62	210.39	206.71	190.67	167.02	142.62	116.55	100.48	84.65	81.17	75.59	86.03	95.76	97.44	115.31	128.16	129.77	145.27	145.82	143.92	144.38	141.86	133.44	125.65	110.38	101.64	84.33	75.67	61.18	50.43	46.19	36.87	27.86	16.49	13.75	14.35	8.08	12.31	4.85	3.04	0.69	1.45
305	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	76.79	97.55	114.56	123.79	134.61	130.05	121.25	114.13	97.61	89.64	82.33	83.17	83.89	89.47	102.63	117.38	129.08	141.65	150.89	162.91	173.81	178.30	181.40	180.28	176.27	165.78	156.01	141.18	120.09	107.55	94.27	75.99	67.39	57.53	45.52	31.80	29.10	18.76	12.34	7.69	5.76	3.41	3.58	2.50	1.31
310	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	54.31	63.56	72.96	76.13	74.17	79.35	72.57	70.47	67.03	70.77	75.36	87.16	105.84	112.24	128.83	156.04	168.51	183.17	201.91	207.34	221.12	219.88	214.17	215.60	196.91	187.26	169.69	154.78	136.81	113.47	93.06	79.90	61.34	56.16	39.24	28.39	22.48	11.94	8.50	11.59	3.50	0.54	4.03	5.12
315	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	36.54	37.12	39.58	41.88	41.51	56.22	50.55	59.06	67.49	80.93	97.22	114.84	130.11	152.23	174.76	193.58	217.73	230.10	242.77	250.03	254.10	248.58	236.67	229.79	210.88	192.57	175.30	155.70	130.48	110.57	95.43	73.62	65.46	46.37	28.63	27.49	19.53	17.00	11.21	5.88	0.56	2.16	0.00
320	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	19.63	25.13	31.16	28.68	33.38	41.57	59.70	66.70	91.33	100.06	122.87	149.38	174.31	198.14	218.28	238.32	254.43	268.20	272.47	274.48	274.11	265.35	251.28	237.31	217.45	192.06	172.40	140.71	120.60	97.67	74.97	63.47	49.00	42.02	29.77	17.25	20.07	13.81	8.71	4.00	0.20	0.87
325	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	17.75	17.80	27.39	36.10	46.85	54.66	68.85	84.12	104.26	128.43	154.39	181.22	201.31	232.35	248.96	268.20	280.06	283.80	296.71	293.28	281.45	268.46	251.31	223.16	202.07	180.74	149.28	129.55	101.92	86.95	67.55	47.57	43.29	27.40	19.14	16.01	14.23	4.34	5.15	4.55	4.19
330	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	22.47	24.69	30.90	40.90	49.67	72.30	87.46	107.85	141.00	157.12	179.75	206.51	235.91	255.15	269.36	290.76	294.95	305.62	300.19	286.66	277.52	255.01	235.01	209.22	179.42	154.20	134.36	107.13	86.07	66.15	54.75	46.79	27.00	22.08	19.95	10.76	8.90	1.88	4.62	1.59
335	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	23.75	29.34	39.06	51.52	65.08	90.53	105.11	132.37	157.63	181.36	202.37	229.06	249.69	265.55	283.27	287.54	297.62	289.68	282.90	269.11	248.99	229.61	202.23	180.97	149.01	129.05	111.81	82.55	65.62	53.96	40.34	30.65	23.04	17.31	14.11	8.62	4.24	5.28	7.81
340	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	26.96	37.52	48.53	66.17	75.75	96.68	117.99	146.99	173.11	191.49	214.07	235.43	256.12	263.08	274.84	279.86	275.63	266.43	255.64	227.11	216.61	189.83	162.48	145.66	125.30	99.41	83.43	68.55	53.31	42.40	30.11	20.54	9.70	9.41	4.43	11.19	2.55	2.35
345	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	35.95	45.33	55.41	71.95	87.94	112.88	130.48	157.69	173.36	192.03	208.29	223.18	235.81	248.84	252.11	243.29	243.24	227.14	213.28	199.00	176.24	151.18	127.74	103.19	88.16	72.27	54.69	44.28	34.14	24.55	16.44	13.63	10.51	3.03	8.46	2.49	1.85
350	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	36.83	54.30	62.63	79.39	96.10	112.97	134.56	153.25	163.55	188.94	193.74	212.23	219.01	214.57	214.40	205.81	198.08	184.11	171.13	154.80	136.32	111.69	94.69	73.47	60.96	53.01	43.68	25.78	20.15	15.90	12.25	5.56	6.75	2.26	2.38	3.20
355	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	40.00	52.43	64.17	73.68	96.94	107.15	126.74	147.21	151.79	158.40	173.82	183.41	187.83	176.42	176.17	164.60	154.23	148.92	121.51	111.13	96.10	82.88	65.88	53.86	40.69	33.24	23.60	20.18	12.24	10.66	6.58	7.95	2.92	0.00	5.09
360	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	43.70	49.72	59.76	74.12	91.16	103.99	114.69	126.20	134.76	138.26	145.84	148.43	146.81	143.75	135.34	125.08	116.36	101.05	85.92	75.51	61.66	50.61	42.05	31.22	25.11	14.08	15.34	10.72	5.20	7.33	6.48	0.00	0.00	0.00
365	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	39.36	47.69	59.06	65.82	81.34	87.24	95.61	101.73	108.56	113.93	109.99	109.48	107.18	98.68	93.18	85.81	80.60	69.08	59.18	51.82	40.17	33.93	25.59	20.87	13.49	4.02	7.86	10.17	6.91	5.73	5.61	1.52	1.40
370	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	39.87	39.84	55.52	55.07	66.55	69.86	77.90	78.44	82.08	83.53	79.56	82.30	74.55	70.16	61.65	50.08	50.02	50.65	38.85	30.01	23.48	19.26	16.51	7.75	11.74	8.27	6.52	4.37	2.16	3.43	2.70	0.00
375	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	27.85	33.58	37.34	45.30	51.83	57.12	56.77	57.81	59.82	56.26	63.26	49.34	50.98	52.07	41.14	35.44	29.83	25.44	25.52	10.64	18.26	6.31	7.23	4.69	6.12	0.00	3.56	7.56	0.00	1.23	0.00
380	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	22.82	22.52	34.48	32.43	39.41	33.07	42.87	36.97	42.38	39.02	34.18	33.26	33.52	28.44	26.38	27.06	13.07	19.49	12.12	6.64	3.25	4.93	6.85	2.60	6.66	0.00	0.98	0.00	1.54	2.95
385	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	22.74	25.89	25.59	24.59	23.18	23.91	28.24	27.66	29.81	26.29	18.15	23.83	15.48	15.03	14.63	17.66	18.95	9.58	5.59	6.36	6.27	1.72	7.34	2.09	2.47	2.67	1.72	2.81	0.00
390	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.90	16.35	11.26	19.80	17.45	15.73	17.10	10.84	16.59	11.22	8.99	7.10	13.55	6.88	11.97	4.46	0.00	0.52	6.71	1.81	0.05	1.72	2.39	3.97	4.77	0.00	0.00	0.00
395	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.92	12.37	10.62	11.76	11.24	11.28	5.83	12.46	12.18	7.23	6.94	1.60	6.86	6.19	3.50	6.34	1.35	3.51	0.00	0.96	0.23	1.21	0.00	0.00	2.65	0.00	0.00
400	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.59	5.02	10.25	1.94	7.97	3.90	10.59	11.03	2.31	2.47	6.19	1.94	2.47	2.22	0.00	1.33	0.00	0.00	4.93	0.00	2.75	0.00	0.00	2.47	1.09	1.75
